week,rank,title,artist
2025-06-01,2,What I Want,Morgan Wallen Featuring Tate McRae
2025-06-01,3,Just In Case,Morgan Wallen
2025-06-01,4,I'm The Problem,Morgan Wallen
2025-06-01,5,Luther,Kendrick Lamar & SZA
2025-06-01,6,A Bar Song (Tipsy),Shaboozey
2025-06-01,7,Die With A Smile,Lady Gaga & Bruno Mars
2025-06-01,8,Lose Control,Teddy Swims
2025-06-01,9,Nokia,Drake
2025-06-01,10,Beautiful Things,Benson Boone
2025-06-01,11,Anxiety,Doechii
2025-06-01,12,Pink Pony Club,Chappell Roan
2025-06-01,13,Birds Of A Feather,Billie Eilish
2025-06-01,14,Love Somebody,Morgan Wallen
2025-06-01,15,I Got Better,Morgan Wallen
2025-06-01,16,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-06-01,17,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-06-01,18,Mutt,Leon Thomas
2025-06-01,19,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-06-01,20,Superman,Morgan Wallen
2025-06-01,21,Espresso,Sabrina Carpenter
2025-06-01,22,APT.,ROSE & Bruno Mars
2025-06-01,23,20 Cigarettes,Morgan Wallen
2025-06-01,24,Blue Strips,jessie murph
2025-06-01,25,Sports Car,Tate McRae
2025-06-01,26,Worst Way,Riley Green
2025-06-01,27,Messy,Lola Young
2025-06-01,28,Timeless,The Weeknd & Playboi Carti
2025-06-01,29,Undressed,sombr
2025-06-01,30,Sorry I'm Here For Someone Else,Benson Boone
2025-06-01,31,30 For 30,SZA With Kendrick Lamar
2025-06-01,32,Bloodline,Alex Warren With Jelly Roll
2025-06-01,33,That's So True,Gracie Abrams
2025-06-01,34,Weren't For The Wind,Ella Langley
2025-06-01,35,Burning Blue,Mariah the Scientist
2025-06-01,36,Back To Friends,sombr
2025-06-01,37,Love Me Not,Ravyn Lenae
2025-06-01,38,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-06-01,39,No One Noticed,The Marias
2025-06-01,40,Am I Okay?,Megan Moroney
2025-06-01,41,Abracadabra,Lady Gaga
2025-06-01,42,Mystical Magical,Benson Boone
2025-06-01,43,Squabble Up,Kendrick Lamar
2025-06-01,44,Wildflower,Billie Eilish
2025-06-01,45,Eyes Are Closed,Morgan Wallen
2025-06-01,46,Good News,Shaboozey
2025-06-01,47,Cry For Me,The Weeknd
2025-06-01,48,TN,Morgan Wallen
2025-06-01,49,Dark Til Daylight,Morgan Wallen
2025-06-01,50,Kick Myself,Morgan Wallen
2025-06-01,51,I'm A Little Crazy,Morgan Wallen
2025-06-01,52,Backup Plan,Bailey Zimmerman & Luke Combs
2025-06-01,53,Where'd That Girl Go,Morgan Wallen
2025-06-01,54,"Skoal, Chevy, And Browning",Morgan Wallen
2025-06-01,55,Falling Apart,Morgan Wallen
2025-06-01,56,Dark Thoughts,Lil Tecca
2025-06-01,57,Kiss Her In Front Of You,Morgan Wallen
2025-06-01,58,If You Were Mine,Morgan Wallen
2025-06-01,59,Happen To Me,Russell Dickerson
2025-06-01,60,Party 4 U,Charli xcx
2025-06-01,61,Azizam,Ed Sheeran
2025-06-01,62,Cliche,MGK
2025-06-01,63,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-06-01,64,After All The Bars Are Closed,Thomas Rhett
2025-06-01,65,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea"
2025-06-01,66,Indigo,Sam Barber Featuring Avery Anna
2025-06-01,67,Missing,Morgan Wallen
2025-06-01,68,Don't We,Morgan Wallen
2025-06-01,69,Your Way's Better,Forrest Frank
2025-06-01,70,Peekaboo,Kendrick Lamar Featuring AzChike
2025-06-01,71,Genesis,Morgan Wallen
2025-06-01,72,Jack And Jill,Morgan Wallen
2025-06-01,73,Marlboro Rojo,Fuerza Regida
2025-06-01,74,Latina Foreva,Karol G
2025-06-01,75,Whim Whamiee,PLUTO & YKNIECE
2025-06-01,76,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-06-01,77,Whiskey Drink,Jason Aldean
2025-06-01,78,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross
2025-06-01,79,Me Jalo,Fuerza Regida & Grupo Frontera
2025-06-01,80,Revelation,Morgan Wallen
2025-06-01,81,Amen,Shaboozey & Jelly Roll
2025-06-01,82,House Again,Hudson Westbrook
2025-06-01,83,Backseat Driver,Kane Brown
2025-06-01,84,Interlude,Morgan Wallen
2025-06-01,85,Number 3 And Number 7,Morgan Wallen Featuring Eric Church
2025-06-01,86,EOO,Bad Bunny
2025-06-01,87,Twilight Zone,Ariana Grande
2025-06-01,88,Somewhere Over Laredo,Lainey Wilson
2025-06-01,89,Leavin's The Least I Could Do,Morgan Wallen
2025-06-01,90,Come Back As A Redneck,Morgan Wallen Featuring HARDY
2025-06-01,91,Rather Lie,Playboi Carti & The Weeknd
2025-06-01,92,Fix What You Didn't Break,Nate Smith
2025-06-01,93,The Dealer,Morgan Wallen Featuring ERNEST
2025-06-01,94,Drinking Til It Does,Morgan Wallen
2025-06-01,95,Por Esos Ojos,Fuerza Regida
2025-06-01,96,The Largest,BigXthaPlug
2025-06-01,97,Busy Woman,Sabrina Carpenter
2025-06-01,98,Revolving Door,Tate McRae
2025-06-01,99,LA Night,Morgan Wallen
2025-06-01,100,Feel It,d4vd
2025-06-08,1,Ordinary,Alex Warren
2025-06-08,2,What I Want,Morgan Wallen Featuring Tate McRae
2025-06-08,3,Just In Case,Morgan Wallen
2025-06-08,4,Luther,Kendrick Lamar & SZA
2025-06-08,5,I'm The Problem,Morgan Wallen
2025-06-08,6,A Bar Song (Tipsy),Shaboozey
2025-06-08,7,Die With A Smile,Lady Gaga & Bruno Mars
2025-06-08,8,Lose Control,Teddy Swims
2025-06-08,9,Beautiful Things,Benson Boone
2025-06-08,10,Nokia,Drake
2025-06-08,11,Anxiety,Doechii
2025-06-08,12,Pink Pony Club,Chappell Roan
2025-06-08,13,Birds Of A Feather,Billie Eilish
2025-06-08,14,Mutt,Leon Thomas
2025-06-08,15,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-06-08,16,Blue Strips,jessie murph
2025-06-08,17,I Got Better,Morgan Wallen
2025-06-08,18,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-06-08,19,Love Somebody,Morgan Wallen
2025-06-08,20,Espresso,Sabrina Carpenter
2025-06-08,21,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-06-08,22,Sports Car,Tate McRae
2025-06-08,23,Worst Way,Riley Green
2025-06-08,24,APT.,ROSE & Bruno Mars
2025-06-08,25,Undressed,sombr
2025-06-08,26,Superman,Morgan Wallen
2025-06-08,27,20 Cigarettes,Morgan Wallen
2025-06-08,28,30 For 30,SZA With Kendrick Lamar
2025-06-08,29,Messy,Lola Young
2025-06-08,30,Weren't For The Wind,Ella Langley
2025-06-08,31,Timeless,The Weeknd & Playboi Carti
2025-06-08,32,Sorry I'm Here For Someone Else,Benson Boone
2025-06-08,33,Just Keep Watching,Tate McRae
2025-06-08,34,Am I Okay?,Megan Moroney
2025-06-08,35,Mystical Magical,Benson Boone
2025-06-08,36,Love Me Not,Ravyn Lenae
2025-06-08,37,That's So True,Gracie Abrams
2025-06-08,38,Back To Friends,sombr
2025-06-08,39,No One Noticed,The Marias
2025-06-08,40,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-06-08,41,Burning Blue,Mariah the Scientist
2025-06-08,42,Abracadabra,Lady Gaga
2025-06-08,43,TN,Morgan Wallen
2025-06-08,44,Good News,Shaboozey
2025-06-08,45,Bloodline,Alex Warren With Jelly Roll
2025-06-08,46,Cry For Me,The Weeknd
2025-06-08,47,Squabble Up,Kendrick Lamar
2025-06-08,48,Wildflower,Billie Eilish
2025-06-08,49,Dark Til Daylight,Morgan Wallen
2025-06-08,50,OWA OWA,Lil Tecca
2025-06-08,51,Whim Whamiee,PLUTO & YKNIECE
2025-06-08,52,Backup Plan,Bailey Zimmerman & Luke Combs
2025-06-08,53,Dark Thoughts,Lil Tecca
2025-06-08,54,Happen To Me,Russell Dickerson
2025-06-08,55,Eyes Are Closed,Morgan Wallen
2025-06-08,56,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea"
2025-06-08,57,I'm A Little Crazy,Morgan Wallen
2025-06-08,58,Kick Myself,Morgan Wallen
2025-06-08,59,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-06-08,60,After All The Bars Are Closed,Thomas Rhett
2025-06-08,61,Azizam,Ed Sheeran
2025-06-08,62,Party 4 U,Charli xcx
2025-06-08,63,Your Way's Better,Forrest Frank
2025-06-08,64,Where'd That Girl Go,Morgan Wallen
2025-06-08,65,Indigo,Sam Barber Featuring Avery Anna
2025-06-08,66,"Skoal, Chevy, And Browning",Morgan Wallen
2025-06-08,67,Peekaboo,Kendrick Lamar Featuring AzChike
2025-06-08,68,Falling Apart,Morgan Wallen
2025-06-08,69,If You Were Mine,Morgan Wallen
2025-06-08,70,Kiss Her In Front Of You,Morgan Wallen
2025-06-08,71,Marlboro Rojo,Fuerza Regida
2025-06-08,72,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-06-08,73,Backseat Driver,Kane Brown
2025-06-08,74,Missing,Morgan Wallen
2025-06-08,75,Amen,Shaboozey & Jelly Roll
2025-06-08,76,Me Jalo,Fuerza Regida & Grupo Frontera
2025-06-08,77,Don't We,Morgan Wallen
2025-06-08,78,Cliche,MGK
2025-06-08,79,House Again,Hudson Westbrook
2025-06-08,80,Genesis,Morgan Wallen
2025-06-08,81,Tu Sancho,Fuerza Regida
2025-06-08,82,Easy Lover,Miley Cyrus
2025-06-08,83,Rather Lie,Playboi Carti & The Weeknd
2025-06-08,84,EOO,Bad Bunny
2025-06-08,85,Jack And Jill,Morgan Wallen
2025-06-08,86,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross
2025-06-08,87,Twilight Zone,Ariana Grande
2025-06-08,88,Thought It Was Love,Ty Myers
2025-06-08,89,Whiskey Drink,Jason Aldean
2025-06-08,90,Fix What You Didn't Break,Nate Smith
2025-06-08,91,Busy Woman,Sabrina Carpenter
2025-06-08,92,Latina Foreva,Karol G
2025-06-08,93,Por Esos Ojos,Fuerza Regida
2025-06-08,94,Fame Is A Gun,Addison Rae
2025-06-08,95,Revelation,Morgan Wallen
2025-06-08,96,The Largest,BigXthaPlug
2025-06-08,97,Number 3 And Number 7,Morgan Wallen Featuring Eric Church
2025-06-08,98,Better Me For You (Brown Eyes),Max McNown
2025-06-08,99,Interlude,Morgan Wallen
2025-06-08,100,Nice To Meet You,Myles Smith
2025-06-15,1,Manchild,Sabrina Carpenter
2025-06-15,2,Ordinary,Alex Warren
2025-06-15,3,What I Want,Morgan Wallen Featuring Tate McRae
2025-06-15,4,Just In Case,Morgan Wallen
2025-06-15,5,Luther,Kendrick Lamar & SZA
2025-06-15,6,I'm The Problem,Morgan Wallen
2025-06-15,7,A Bar Song (Tipsy),Shaboozey
2025-06-15,8,Die With A Smile,Lady Gaga & Bruno Mars
2025-06-15,9,Lose Control,Teddy Swims
2025-06-15,10,Beautiful Things,Benson Boone
2025-06-15,11,Pink Pony Club,Chappell Roan
2025-06-15,12,Nokia,Drake
2025-06-15,13,Anxiety,Doechii
2025-06-15,14,Mutt,Leon Thomas
2025-06-15,15,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-06-15,16,Birds Of A Feather,Billie Eilish
2025-06-15,17,Espresso,Sabrina Carpenter
2025-06-15,18,Blue Strips,jessie murph
2025-06-15,19,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-06-15,20,Worst Way,Riley Green
2025-06-15,21,I Got Better,Morgan Wallen
2025-06-15,22,Love Somebody,Morgan Wallen
2025-06-15,23,Love Me Not,Ravyn Lenae
2025-06-15,24,APT.,ROSE & Bruno Mars
2025-06-15,25,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-06-15,26,30 For 30,SZA With Kendrick Lamar
2025-06-15,27,Sports Car,Tate McRae
2025-06-15,28,Weren't For The Wind,Ella Langley
2025-06-15,29,20 Cigarettes,Morgan Wallen
2025-06-15,30,Mystical Magical,Benson Boone
2025-06-15,31,Sorry I'm Here For Someone Else,Benson Boone
2025-06-15,32,Back To Friends,sombr
2025-06-15,33,Timeless,The Weeknd & Playboi Carti
2025-06-15,34,Undressed,sombr
2025-06-15,35,That's So True,Gracie Abrams
2025-06-15,36,Hip-Hop,Lil Wayne & BigXthaPlug Featuring Jay Jones
2025-06-15,37,Messy,Lola Young
2025-06-15,38,Superman,Morgan Wallen
2025-06-15,39,Good News,Shaboozey
2025-06-15,40,Burning Blue,Mariah the Scientist
2025-06-15,41,Abracadabra,Lady Gaga
2025-06-15,42,Typa,Glorilla
2025-06-15,43,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-06-15,44,Wildflower,Billie Eilish
2025-06-15,45,Am I Okay?,Megan Moroney
2025-06-15,46,Cry For Me,The Weeknd
2025-06-15,47,No One Noticed,The Marias
2025-06-15,48,Backup Plan,Bailey Zimmerman & Luke Combs
2025-06-15,49,Happen To Me,Russell Dickerson
2025-06-15,50,Squabble Up,Kendrick Lamar
2025-06-15,51,Just Keep Watching,Tate McRae
2025-06-15,52,TN,Morgan Wallen
2025-06-15,53,Bloodline,Alex Warren With Jelly Roll
2025-06-15,54,Sharks,"Lil Wayne, Jelly Roll & Big Sean"
2025-06-15,55,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea"
2025-06-15,56,Touch Me Like A Gangster,jessie murph
2025-06-15,57,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-06-15,58,After All The Bars Are Closed,Thomas Rhett
2025-06-15,59,Azizam,Ed Sheeran
2025-06-15,60,Dark Til Daylight,Morgan Wallen
2025-06-15,61,Banned From NO,Lil Wayne
2025-06-15,62,Welcome To Tha Carter,Lil Wayne
2025-06-15,63,Dark Thoughts,Lil Tecca
2025-06-15,64,Party 4 U,Charli xcx
2025-06-15,65,Bells,Lil Wayne
2025-06-15,66,Whim Whamiee,PLUTO & YKNIECE
2025-06-15,67,Indigo,Sam Barber Featuring Avery Anna
2025-06-15,68,Your Way's Better,Forrest Frank
2025-06-15,69,OWA OWA,Lil Tecca
2025-06-15,70,I'm A Little Crazy,Morgan Wallen
2025-06-15,71,Eyes Are Closed,Morgan Wallen
2025-06-15,72,Peekaboo,Kendrick Lamar Featuring AzChike
2025-06-15,73,Fame Is A Gun,Addison Rae
2025-06-15,74,Sapphire,Ed Sheeran
2025-06-15,75,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-06-15,76,Backseat Driver,Kane Brown
2025-06-15,77,Marlboro Rojo,Fuerza Regida
2025-06-15,78,House Again,Hudson Westbrook
2025-06-15,79,Where'd That Girl Go,Morgan Wallen
2025-06-15,80,Rather Lie,Playboi Carti & The Weeknd
2025-06-15,81,Amen,Shaboozey & Jelly Roll
2025-06-15,82,Thought It Was Love,Ty Myers
2025-06-15,83,Tu Sancho,Fuerza Regida
2025-06-15,84,Kick Myself,Morgan Wallen
2025-06-15,85,"Skoal, Chevy, And Browning",Morgan Wallen
2025-06-15,86,Me Jalo,Fuerza Regida & Grupo Frontera
2025-06-15,87,Falling Apart,Morgan Wallen
2025-06-15,88,Fix What You Didn't Break,Nate Smith
2025-06-15,89,If You Were Mine,Morgan Wallen
2025-06-15,90,Gnarly,KATSEYE
2025-06-15,91,Kiss Her In Front Of You,Morgan Wallen
2025-06-15,92,EOO,Bad Bunny
2025-06-15,93,Cotton Candy,Lil Wayne & 2 Chainz
2025-06-15,94,Cliche,MGK
2025-06-15,95,Type Dangerous,Mariah Carey
2025-06-15,96,Missing,Morgan Wallen
2025-06-15,97,King Carter,Lil Wayne
2025-06-15,98,Busy Woman,Sabrina Carpenter
2025-06-15,99,Nice To Meet You,Myles Smith
2025-06-15,100,Por Esos Ojos,Fuerza Regida
2025-06-22,1,Ordinary,Alex Warren
2025-06-22,2,Manchild,Sabrina Carpenter
2025-06-22,3,What I Want,Morgan Wallen Featuring Tate McRae
2025-06-22,4,Just In Case,Morgan Wallen
2025-06-22,5,Luther,Kendrick Lamar & SZA
2025-06-22,6,I'm The Problem,Morgan Wallen
2025-06-22,7,A Bar Song (Tipsy),Shaboozey
2025-06-22,8,Die With A Smile,Lady Gaga & Bruno Mars
2025-06-22,9,Lose Control,Teddy Swims
2025-06-22,10,Beautiful Things,Benson Boone
2025-06-22,11,Pink Pony Club,Chappell Roan
2025-06-22,12,Mutt,Leon Thomas
2025-06-22,13,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-06-22,14,Nokia,Drake
2025-06-22,15,Birds Of A Feather,Billie Eilish
2025-06-22,16,Espresso,Sabrina Carpenter
2025-06-22,17,Love Me Not,Ravyn Lenae
2025-06-22,18,Anxiety,Doechii
2025-06-22,19,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-06-22,20,Blue Strips,jessie murph
2025-06-22,21,Worst Way,Riley Green
2025-06-22,22,Love Somebody,Morgan Wallen
2025-06-22,23,Weren't For The Wind,Ella Langley
2025-06-22,24,30 For 30,SZA With Kendrick Lamar
2025-06-22,25,APT.,ROSE & Bruno Mars
2025-06-22,26,I Got Better,Morgan Wallen
2025-06-22,27,Sorry I'm Here For Someone Else,Benson Boone
2025-06-22,28,Mystical Magical,Benson Boone
2025-06-22,29,Undressed,sombr
2025-06-22,30,Good News,Shaboozey
2025-06-22,31,Back To Friends,sombr
2025-06-22,32,20 Cigarettes,Morgan Wallen
2025-06-22,33,Sports Car,Tate McRae
2025-06-22,34,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-06-22,35,That's So True,Gracie Abrams
2025-06-22,36,Timeless,The Weeknd & Playboi Carti
2025-06-22,37,Burning Blue,Mariah the Scientist
2025-06-22,38,Dark Thoughts,Lil Tecca
2025-06-22,39,Messy,Lola Young
2025-06-22,40,Killin' It Girl,J-Hope & Glorilla
2025-06-22,41,Superman,Morgan Wallen
2025-06-22,42,Abracadabra,Lady Gaga
2025-06-22,43,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-06-22,44,Wildflower,Billie Eilish
2025-06-22,45,Backup Plan,Bailey Zimmerman & Luke Combs
2025-06-22,46,No One Noticed,The Marias
2025-06-22,47,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea"
2025-06-22,48,Cry For Me,The Weeknd
2025-06-22,49,Squabble Up,Kendrick Lamar
2025-06-22,50,Happen To Me,Russell Dickerson
2025-06-22,51,OWA OWA,Lil Tecca
2025-06-22,52,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-06-22,53,After All The Bars Are Closed,Thomas Rhett
2025-06-22,54,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-06-22,55,Bloodline,Alex Warren With Jelly Roll
2025-06-22,56,Typa,Glorilla
2025-06-22,57,Azizam,Ed Sheeran
2025-06-22,58,TN,Morgan Wallen
2025-06-22,59,Just Keep Watching,Tate McRae
2025-06-22,60,Backseat Driver,Kane Brown
2025-06-22,61,Indigo,Sam Barber Featuring Avery Anna
2025-06-22,62,Party 4 U,Charli xcx
2025-06-22,63,Whim Whamiee,PLUTO & YKNIECE
2025-06-22,64,Amen,Shaboozey & Jelly Roll
2025-06-22,65,Your Way's Better,Forrest Frank
2025-06-22,66,Dark Til Daylight,Morgan Wallen
2025-06-22,67,I'm A Little Crazy,Morgan Wallen
2025-06-22,68,Peekaboo,Kendrick Lamar Featuring AzChike
2025-06-22,69,Lemon Drop,ATEEZ
2025-06-22,70,Won't Stop,Gunna
2025-06-22,71,Touch Me Like A Gangster,jessie murph
2025-06-22,72,Marlboro Rojo,Fuerza Regida
2025-06-22,73,Tu Sancho,Fuerza Regida
2025-06-22,74,Rather Lie,Playboi Carti & The Weeknd
2025-06-22,75,House Again,Hudson Westbrook
2025-06-22,76,Folded,Kehlani
2025-06-22,77,Fix What You Didn't Break,Nate Smith
2025-06-22,78,Half The Plot,Lil Tecca
2025-06-22,79,Eyes Are Closed,Morgan Wallen
2025-06-22,80,Me Jalo,Fuerza Regida & Grupo Frontera
2025-06-22,81,EOO,Bad Bunny
2025-06-22,82,Thought It Was Love,Ty Myers
2025-06-22,83,Sapphire,Ed Sheeran
2025-06-22,84,Where'd That Girl Go,Morgan Wallen
2025-06-22,85,Nice To Meet You,Myles Smith
2025-06-22,86,Kick Myself,Morgan Wallen
2025-06-22,87,Kiss Her In Front Of You,Morgan Wallen
2025-06-22,88,Twilight Zone,Ariana Grande
2025-06-22,89,Holy Blindfold,Chris Brown
2025-06-22,90,"Skoal, Chevy, And Browning",Morgan Wallen
2025-06-22,91,Hip-Hop,Lil Wayne & BigXthaPlug Featuring Jay Jones
2025-06-22,92,Por Esos Ojos,Fuerza Regida
2025-06-22,93,Sparks,Coldplay
2025-06-22,94,If You Were Mine,Morgan Wallen
2025-06-22,95,Fame Is A Gun,Addison Rae
2025-06-22,96,Better Me For You (Brown Eyes),Max McNown
2025-06-22,97,Single Again,Josh Ross
2025-06-22,98,Gnarly,KATSEYE
2025-06-22,99,Cliche,MGK
2025-06-22,100,Falling Apart,Morgan Wallen
2025-06-29,1,Ordinary,Alex Warren
2025-06-29,2,What I Want,Morgan Wallen Featuring Tate McRae
2025-06-29,3,Manchild,Sabrina Carpenter
2025-06-29,4,Just In Case,Morgan Wallen
2025-06-29,5,I'm The Problem,Morgan Wallen
2025-06-29,6,Luther,Kendrick Lamar & SZA
2025-06-29,7,A Bar Song (Tipsy),Shaboozey
2025-06-29,8,Die With A Smile,Lady Gaga & Bruno Mars
2025-06-29,9,Lose Control,Teddy Swims
2025-06-29,10,Outside,Cardi B
2025-06-29,11,Pink Pony Club,Chappell Roan
2025-06-29,12,Beautiful Things,Benson Boone
2025-06-29,13,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-06-29,14,Love Me Not,Ravyn Lenae
2025-06-29,15,Mutt,Leon Thomas
2025-06-29,16,Nokia,Drake
2025-06-29,17,Birds Of A Feather,Billie Eilish
2025-06-29,18,Espresso,Sabrina Carpenter
2025-06-29,19,Sorry I'm Here For Someone Else,Benson Boone
2025-06-29,20,I Got Better,Morgan Wallen
2025-06-29,21,Mystical Magical,Benson Boone
2025-06-29,22,Worst Way,Riley Green
2025-06-29,23,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-06-29,24,Anxiety,Doechii
2025-06-29,25,Blue Strips,jessie murph
2025-06-29,26,Love Somebody,Morgan Wallen
2025-06-29,27,Weren't For The Wind,Ella Langley
2025-06-29,28,APT.,ROSE & Bruno Mars
2025-06-29,29,30 For 30,SZA With Kendrick Lamar
2025-06-29,30,6 Months Later,Megan Moroney
2025-06-29,31,Undressed,sombr
2025-06-29,32,Good News,Shaboozey
2025-06-29,33,Back To Friends,sombr
2025-06-29,34,20 Cigarettes,Morgan Wallen
2025-06-29,35,That's So True,Gracie Abrams
2025-06-29,36,Backup Plan,Bailey Zimmerman & Luke Combs
2025-06-29,37,Timeless,The Weeknd & Playboi Carti
2025-06-29,38,Burning Blue,Mariah the Scientist
2025-06-29,39,Messy,Lola Young
2025-06-29,40,Sports Car,Tate McRae
2025-06-29,41,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-06-29,42,Superman,Morgan Wallen
2025-06-29,43,Wildflower,Billie Eilish
2025-06-29,44,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea"
2025-06-29,45,No One Noticed,The Marias
2025-06-29,46,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-06-29,47,After All The Bars Are Closed,Thomas Rhett
2025-06-29,48,Dark Thoughts,Lil Tecca
2025-06-29,49,Cry For Me,The Weeknd
2025-06-29,50,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-06-29,51,Happen To Me,Russell Dickerson
2025-06-29,52,Azizam,Ed Sheeran
2025-06-29,53,TN,Morgan Wallen
2025-06-29,54,Whim Whamiee,PLUTO & YKNIECE
2025-06-29,55,Just Keep Watching,Tate McRae
2025-06-29,56,Party 4 U,Charli xcx
2025-06-29,57,Indigo,Sam Barber Featuring Avery Anna
2025-06-29,58,Bloodline,Alex Warren With Jelly Roll
2025-06-29,59,Amen,Shaboozey & Jelly Roll
2025-06-29,60,Typa,Glorilla
2025-06-29,61,OWA OWA,Lil Tecca
2025-06-29,62,Your Way's Better,Forrest Frank
2025-06-29,63,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-06-29,64,Marlboro Rojo,Fuerza Regida
2025-06-29,65,Tu Sancho,Fuerza Regida
2025-06-29,66,Latina Foreva,Karol G
2025-06-29,67,I'm A Little Crazy,Morgan Wallen
2025-06-29,68,House Again,Hudson Westbrook
2025-06-29,69,Dark Til Daylight,Morgan Wallen
2025-06-29,70,Peekaboo,Kendrick Lamar Featuring AzChike
2025-06-29,71,Twilight Zone,Ariana Grande
2025-06-29,72,Bodies,Offset & JID
2025-06-29,73,Mr Electric Blue,Benson Boone
2025-06-29,74,Papasito,Karol G
2025-06-29,75,Fix What You Didn't Break,Nate Smith
2025-06-29,76,Rather Lie,Playboi Carti & The Weeknd
2025-06-29,77,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-06-29,78,EOO,Bad Bunny
2025-06-29,79,Folded,Kehlani
2025-06-29,80,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish
2025-06-29,81,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-06-29,82,This Heart,Corey Kent
2025-06-29,83,Me Jalo,Fuerza Regida & Grupo Frontera
2025-06-29,84,Nice To Meet You,Myles Smith
2025-06-29,85,Thought It Was Love,Ty Myers
2025-06-29,86,Eyes Are Closed,Morgan Wallen
2025-06-29,87,Touch Me Like A Gangster,jessie murph
2025-06-29,88,Backseat Driver,Kane Brown
2025-06-29,89,Single Again,Josh Ross
2025-06-29,90,Killin' It Girl,J-Hope & Glorilla
2025-06-29,91,Where'd That Girl Go,Morgan Wallen
2025-06-29,92,Better Me For You (Brown Eyes),Max McNown
2025-06-29,93,Por Esos Ojos,Fuerza Regida
2025-06-29,94,Gabriela,KATSEYE
2025-06-29,95,Kick Myself,Morgan Wallen
2025-06-29,96,Verano Rosa,Karol G & Feid
2025-06-29,97,Don't We,Morgan Wallen
2025-06-29,98,Gnarly,KATSEYE
2025-06-29,99,Sapphire,Ed Sheeran
2025-06-29,100,Kiss Her In Front Of You,Morgan Wallen
2025-07-06,1,Ordinary,Alex Warren
2025-07-06,2,What I Want,Morgan Wallen Featuring Tate McRae
2025-07-06,3,Just In Case,Morgan Wallen
2025-07-06,4,A Bar Song (Tipsy),Shaboozey
2025-07-06,5,I'm The Problem,Morgan Wallen
2025-07-06,6,Luther,Kendrick Lamar & SZA
2025-07-06,7,Manchild,Sabrina Carpenter
2025-07-06,8,Lose Control,Teddy Swims
2025-07-06,9,Die With A Smile,Lady Gaga & Bruno Mars
2025-07-06,10,Pink Pony Club,Chappell Roan
2025-07-06,11,Beautiful Things,Benson Boone
2025-07-06,12,Love Me Not,Ravyn Lenae
2025-07-06,13,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-07-06,14,Mutt,Leon Thomas
2025-07-06,15,Birds Of A Feather,Billie Eilish
2025-07-06,16,Espresso,Sabrina Carpenter
2025-07-06,17,Mystical Magical,Benson Boone
2025-07-06,18,Weren't For The Wind,Ella Langley
2025-07-06,19,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-07-06,20,Nokia,Drake
2025-07-06,21,I Got Better,Morgan Wallen
2025-07-06,22,Sorry I'm Here For Someone Else,Benson Boone
